Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total acceleration (ft/s²),Mass (oz),Propellant mass (oz),Thrust (N),Drag force (N),Drag coefficient (​)
2.0243,698.68,623.15,161.85,161.85,744.35,3.753,1513.5,265.93,0.63291
2.0343,704.92,624.77,160.46,160.46,744.08,3.4891,1505.6,267.37,0.63316
2.0443,711.18,626.37,158.52,158.52,743.82,3.2252,1494.1,268.8,0.6334
2.0543,717.45,627.96,154.47,154.47,743.56,2.965,1469.1,270.22,0.63365
2.0643,723.73,629.5,150.21,150.21,743.3,2.7104,1442.7,271.6,0.63389
2.0742,730.04,631,145.96,145.96,743.05,2.4581,1416.3,272.95,0.63412
2.0842,736.35,632.46,133.09,133.09,742.8,2.2061,1334.7,274.26,0.63435
2.0942,742.69,633.79,112.49,112.49,742.56,1.9686,1203.4,275.45,0.63455
2.1042,749.03,634.92,93.598,93.598,742.34,1.751,1082.9,276.46,0.63473
2.1142,755.38,635.85,75.474,75.474,742.15,1.5599,967.3,277.29,0.63488
2.1242,761.74,636.61,57.367,57.367,741.98,1.3892,851.71,277.94,0.63499
2.1342,768.11,637.18,43.364,43.364,741.81,1.2192,762.31,278.43,0.63509
2.1442,774.49,637.62,33.075,33.076,741.67,1.0802,696.64,278.79,0.63516
2.1542,780.87,637.95,22.796,22.796,741.57,0.97136,630.97,279.05,0.63521
2.1642,787.25,638.17,12.529,12.529,741.46,0.86251,565.3,279.21,0.63525
2.1742,793.63,638.3,2.2737,2.2756,741.35,0.75365,499.63,279.28,0.63527
2.1842,800.01,638.32,-6.7531,6.7537,741.24,0.6448,441.75,279.25,0.63527
2.1942,806.39,638.25,-13.466,13.467,741.15,0.55602,398.62,279.14,0.63527
2.2042,812.78,638.12,-20.117,20.117,741.09,0.49156,355.85,278.96,0.63525
2.2142,819.16,637.92,-26.759,26.759,741.02,0.43136,313.07,278.72,0.63522
2.2242,825.53,637.65,-33.393,33.393,740.96,0.37116,270.29,278.41,0.63518
2.2342,831.91,637.32,-39.189,39.189,740.9,0.31096,232.82,278.05,0.63513
2.2442,838.28,636.93,-42.771,42.771,740.86,0.26212,209.47,277.63,0.63507
2.2542,844.65,636.5,-46.229,46.229,740.82,0.22895,186.89,277.18,0.63501
2.2642,851.01,636.04,-49.682,49.682,740.79,0.20008,164.3,276.69,0.63494
2.2742,857.37,635.54,-53.13,53.13,740.76,0.17122,141.72,276.18,0.63486
2.2842,863.72,635.01,-56.574,56.574,740.74,0.14236,119.13,275.63,0.63478
2.2942,870.07,634.44,-59.828,59.828,740.71,0.11349,97.732,275.05,0.6347
2.3042,876.41,633.85,-61.554,61.555,740.68,0.089011,86.081,274.44,0.63461
2.3142,882.75,633.23,-62.94,62.94,740.67,0.074838,76.595,273.82,0.63451
2.3242,889.07,632.6,-64.323,64.323,740.66,0.066591,67.11,273.18,0.63442
2.3342,895.4,631.96,-65.704,65.704,740.65,0.058344,57.624,272.54,0.63432
2.3442,901.71,631.3,-67.084,67.084,740.64,0.050098,48.139,271.88,0.63422
2.3542,908.02,630.63,-68.461,68.461,740.64,0.041851,38.653,271.21,0.63412
2.3642,914.33,629.95,-69.837,69.837,740.63,0.033605,29.168,270.52,0.63402
2.3742,920.62,629.25,-71.211,71.212,740.62,0.025358,19.682,269.83,0.63391
2.3842,926.91,628.54,-72.584,72.584,740.61,0.017112,10.197,269.12,0.63381
2.3942,933.19,627.81,-73.821,73.821,740.6,0.0088651,1.5681,268.41,0.6337
2.4042,939.47,627.08,-73.952,73.953,740.6,0.0023709,0,267.68,0.63359
2.4142,945.73,626.34,-73.839,73.839,740.59,0,0,266.95,0.63348
2.4242,951.99,625.6,-73.726,73.726,740.59,0,0,266.23,0.63337
2.4342,958.25,624.86,-73.613,73.613,740.59,0,0,265.51,0.63326
2.4442,964.49,624.13,-73.501,73.501,740.59,0,0,264.79,0.63315
2.4542,970.73,623.39,-73.388,73.388,740.59,0,0,264.07,0.63304
2.4642,976.96,622.66,-73.277,73.277,740.59,0,0,263.36,0.63293
2.4742,983.18,621.93,-73.165,73.165,740.59,0,0,262.64,0.63282
2.4842,989.4,621.2,-73.054,73.054,740.59,0,0,261.93,0.63271
2.4942,995.61,620.47,-72.944,72.944,740.59,0,0,261.22,0.6326
2.5042,1001.8,619.74,-72.833,72.833,740.59,0,0,260.52,0.63249
2.5142,1008,619.01,-72.723,72.723,740.59,0,0,259.82,0.63239
2.5242,1014.2,618.28,-72.614,72.614,740.59,0,0,259.11,0.63228
2.5342,1020.4,617.56,-72.504,72.504,740.59,0,0,258.42,0.63217
2.5442,1026.5,616.83,-72.396,72.396,740.59,0,0,257.72,0.63206
2.5542,1032.7,616.11,-72.287,72.287,740.59,0,0,257.02,0.63196
2.5642,1038.9,615.39,-72.179,72.179,740.59,0,0,256.33,0.63185
2.5742,1045,614.67,-72.071,72.071,740.59,0,0,255.64,0.63174
2.5842,1051.2,613.95,-71.963,71.963,740.59,0,0,254.95,0.63164
2.5942,1057.3,613.23,-71.856,71.856,740.59,0,0,254.27,0.63153
2.6042,1063.4,612.51,-71.749,71.749,740.59,0,0,253.58,0.63143
2.6142,1069.5,611.79,-71.643,71.643,740.59,0,0,252.9,0.63132
2.6242,1075.7,611.08,-71.537,71.537,740.59,0,0,252.22,0.63122
2.6342,1081.8,610.36,-71.431,71.431,740.59,0,0,251.55,0.63111
2.6442,1087.9,609.65,-71.325,71.325,740.59,0,0,250.87,0.63101
2.6542,1094,608.93,-71.22,71.22,740.59,0,0,250.2,0.6309
2.6642,1100,608.22,-71.115,71.115,740.59,0,0,249.53,0.6308
2.6742,1106.1,607.51,-71.011,71.011,740.59,0,0,248.86,0.6307
2.6842,1112.2,606.8,-70.907,70.907,740.59,0,0,248.19,0.63059
2.6942,1118.3,606.09,-70.803,70.803,740.59,0,0,247.53,0.63049
2.7042,1124.3,605.39,-70.699,70.699,740.59,0,0,246.87,0.63039
2.7142,1130.4,604.68,-70.596,70.596,740.59,0,0,246.21,0.63029
2.7242,1136.4,603.97,-70.493,70.493,740.59,0,0,245.55,0.63018
2.7342,1142.4,603.27,-70.391,70.391,740.59,0,0,244.89,0.63008
2.7442,1148.5,602.57,-70.288,70.289,740.59,0,0,244.24,0.62998
2.7542,1154.5,601.86,-70.187,70.187,740.59,0,0,243.58,0.62988
2.7642,1160.5,601.16,-70.085,70.085,740.59,0,0,242.93,0.62978
2.7742,1166.5,600.46,-69.984,69.984,740.59,0,0,242.29,0.62968
2.7842,1172.5,599.76,-69.883,69.883,740.59,0,0,241.64,0.62958
2.7942,1178.5,599.07,-69.782,69.782,740.59,0,0,241,0.62948
2.8042,1184.5,598.37,-69.682,69.682,740.59,0,0,240.36,0.62938
2.8142,1190.5,597.67,-69.582,69.582,740.59,0,0,239.72,0.62928
2.8242,1196.5,596.98,-69.482,69.482,740.59,0,0,239.08,0.62918
2.8342,1202.4,596.28,-69.383,69.383,740.59,0,0,238.44,0.62908
2.8442,1208.4,595.59,-69.284,69.284,740.59,0,0,237.81,0.62898
2.8542,1214.3,594.9,-69.185,69.185,740.59,0,0,237.18,0.62888
2.8642,1220.3,594.2,-69.086,69.086,740.59,0,0,236.55,0.62878
2.8742,1226.2,593.51,-68.988,68.988,740.59,0,0,235.92,0.62868
2.8842,1232.1,592.83,-68.89,68.89,740.59,0,0,235.29,0.62859
2.8942,1238.1,592.14,-68.793,68.793,740.59,0,0,234.67,0.62849
2.9042,1244,591.45,-68.695,68.695,740.59,0,0,234.04,0.62839
2.9142,1249.9,590.76,-68.598,68.598,740.59,0,0,233.42,0.62829
2.9242,1255.8,590.08,-68.502,68.502,740.59,0,0,232.81,0.6282
2.9342,1261.7,589.39,-68.405,68.405,740.59,0,0,232.19,0.6281
2.9442,1267.6,588.71,-68.309,68.309,740.59,0,0,231.57,0.628
2.9542,1273.5,588.03,-68.213,68.214,740.59,0,0,230.96,0.62791
2.9642,1279.4,587.34,-68.118,68.118,740.59,0,0,230.35,0.62781
2.9742,1285.2,586.66,-68.023,68.023,740.59,0,0,229.74,0.62771
2.9842,1291.1,585.98,-67.928,67.928,740.59,0,0,229.13,0.62762
2.9942,1296.9,585.31,-67.833,67.833,740.59,0,0,228.53,0.62752
3.0042,1302.8,584.63,-67.739,67.739,740.59,0,0,227.92,0.62743
3.0142,1308.6,583.95,-67.645,67.645,740.59,0,0,227.32,0.62733
3.0242,1314.5,583.27,-67.551,67.551,740.59,0,0,226.72,0.62724
3.0342,1320.3,582.6,-67.458,67.458,740.59,0,0,226.12,0.62715
3.0442,1326.1,581.93,-67.364,67.364,740.59,0,0,225.53,0.62705
3.0542,1331.9,581.25,-67.271,67.271,740.59,0,0,224.93,0.62696
3.0642,1337.7,580.58,-67.179,67.179,740.59,0,0,224.34,0.62686
3.0742,1343.6,579.91,-67.086,67.086,740.59,0,0,223.75,0.62677
3.0842,1349.3,579.24,-66.994,66.994,740.59,0,0,223.16,0.62668
3.0942,1355.1,578.57,-66.903,66.903,740.59,0,0,222.57,0.62658
3.1042,1360.9,577.9,-66.811,66.811,740.59,0,0,221.99,0.62649
3.1142,1366.7,577.23,-66.72,66.72,740.59,0,0,221.4,0.6264
3.1242,1372.5,576.57,-66.629,66.629,740.59,0,0,220.82,0.62631
3.1342,1378.2,575.9,-66.538,66.538,740.59,0,0,220.24,0.62621
3.1442,1384,575.24,-66.448,66.448,740.59,0,0,219.66,0.62612
3.1542,1389.7,574.57,-66.358,66.358,740.59,0,0,219.09,0.62603
3.1642,1395.5,573.91,-66.268,66.268,740.59,0,0,218.51,0.62594
3.1742,1401.2,573.25,-66.178,66.178,740.59,0,0,217.94,0.62585
3.1842,1406.9,572.58,-66.089,66.089,740.59,0,0,217.37,0.62576
3.1942,1412.7,571.92,-66,66,740.59,0,0,216.8,0.62567
3.2042,1418.4,571.26,-65.911,65.911,740.59,0,0,216.23,0.62558
3.2142,1424.1,570.61,-65.822,65.822,740.59,0,0,215.66,0.62549
3.2242,1429.8,569.95,-65.734,65.734,740.59,0,0,215.1,0.6254
3.2342,1435.5,569.29,-65.646,65.646,740.59,0,0,214.53,0.62531
3.2442,1441.2,568.64,-65.558,65.558,740.59,0,0,213.97,0.62522
3.2542,1446.9,567.98,-65.471,65.471,740.59,0,0,213.41,0.62513
3.2642,1452.5,567.33,-65.383,65.383,740.59,0,0,212.85,0.62504
3.2742,1458.2,566.67,-65.296,65.296,740.59,0,0,212.3,0.62495
3.2842,1463.9,566.02,-65.21,65.21,740.59,0,0,211.74,0.62486
3.2942,1469.5,565.37,-65.123,65.123,740.59,0,0,211.19,0.62477
3.3042,1475.2,564.72,-65.037,65.037,740.59,0,0,210.64,0.62468
3.3142,1480.8,564.07,-64.951,64.951,740.59,0,0,210.09,0.6246
3.3242,1486.5,563.42,-64.865,64.865,740.59,0,0,209.54,0.62451
3.3342,1492.1,562.77,-64.78,64.78,740.59,0,0,208.99,0.62442
3.3442,1497.7,562.12,-64.694,64.694,740.59,0,0,208.45,0.62433
3.3542,1503.3,561.48,-64.609,64.609,740.59,0,0,207.9,0.62425
3.3642,1508.9,560.83,-64.525,64.525,740.59,0,0,207.36,0.62416
3.3742,1514.5,560.19,-64.44,64.44,740.59,0,0,206.82,0.62407
3.3842,1520.1,559.54,-64.356,64.356,740.59,0,0,206.28,0.62399
3.3942,1525.7,558.9,-64.272,64.272,740.59,0,0,205.74,0.6239
3.4042,1531.3,558.26,-64.188,64.188,740.59,0,0,205.21,0.62381
3.4142,1536.9,557.62,-64.105,64.105,740.59,0,0,204.67,0.62373
3.4242,1542.5,556.97,-64.022,64.022,740.59,0,0,204.14,0.62364
3.4342,1548,556.33,-63.939,63.939,740.59,0,0,203.61,0.62356
3.4442,1553.6,555.7,-63.856,63.856,740.59,0,0,203.08,0.62347
3.4542,1559.2,555.06,-63.773,63.773,740.59,0,0,202.55,0.62339
3.4642,1564.7,554.42,-63.691,63.691,740.59,0,0,202.03,0.6233
3.4742,1570.2,553.78,-63.609,63.609,740.59,0,0,201.5,0.62322
3.4842,1575.8,553.15,-63.527,63.527,740.59,0,0,200.98,0.62313
3.4942,1581.3,552.51,-63.446,63.446,740.59,0,0,200.45,0.62305
3.5042,1586.8,551.88,-63.364,63.364,740.59,0,0,199.93,0.62296
3.5142,1592.3,551.25,-63.283,63.283,740.59,0,0,199.42,0.62288
3.5242,1597.9,550.61,-63.202,63.202,740.59,0,0,198.9,0.6228
3.5342,1603.4,549.98,-63.122,63.122,740.59,0,0,198.38,0.62271
3.5442,1608.9,549.35,-63.041,63.041,740.59,0,0,197.87,0.62263
3.5542,1614.3,548.72,-62.961,62.961,740.59,0,0,197.36,0.62255
3.5642,1619.8,548.09,-62.881,62.881,740.59,0,0,196.84,0.62246
3.5742,1625.3,547.46,-62.801,62.801,740.59,0,0,196.33,0.62238
3.5842,1630.8,546.84,-62.722,62.722,740.59,0,0,195.83,0.6223
3.5942,1636.2,546.21,-62.643,62.643,740.59,0,0,195.32,0.62222
3.6042,1641.7,545.58,-62.564,62.564,740.59,0,0,194.81,0.62213
3.6142,1647.2,544.96,-62.485,62.485,740.59,0,0,194.31,0.62205
3.6242,1652.6,544.33,-62.407,62.407,740.59,0,0,193.81,0.62197
3.6342,1658,543.71,-62.329,62.329,740.59,0,0,193.31,0.62189
3.6442,1663.5,543.09,-62.251,62.251,740.59,0,0,192.81,0.62181
3.6542,1668.9,542.46,-62.173,62.173,740.59,0,0,192.32,0.62173
3.6642,1674.3,541.84,-62.096,62.096,740.59,0,0,191.82,0.62165
3.6742,1679.7,541.22,-62.019,62.019,740.59,0,0,191.33,0.62156
3.6842,1685.1,540.6,-61.942,61.942,740.59,0,0,190.83,0.62148
3.6942,1690.6,539.98,-61.865,61.865,740.59,0,0,190.34,0.6214
3.7042,1695.9,539.37,-61.789,61.789,740.59,0,0,189.85,0.62132
3.7142,1701.3,538.75,-61.712,61.712,740.59,0,0,189.37,0.62124
3.7242,1706.7,538.13,-61.636,61.636,740.59,0,0,188.88,0.62116
3.7342,1712.1,537.52,-61.56,61.56,740.59,0,0,188.39,0.62108
3.7442,1717.5,536.9,-61.485,61.485,740.59,0,0,187.91,0.621
3.7542,1722.8,536.29,-61.409,61.409,740.59,0,0,187.43,0.62092
3.7642,1728.2,535.67,-61.334,61.334,740.59,0,0,186.94,0.62085
3.7742,1733.6,535.06,-61.259,61.259,740.59,0,0,186.46,0.62077
3.7842,1738.9,534.45,-61.184,61.184,740.59,0,0,185.99,0.62069
3.7942,1744.2,533.84,-61.109,61.11,740.59,0,0,185.51,0.62061
3.8042,1749.6,533.22,-61.035,61.035,740.59,0,0,185.03,0.62053
3.8142,1754.9,532.61,-60.961,60.961,740.59,0,0,184.56,0.62045
3.8242,1760.2,532.01,-60.887,60.887,740.59,0,0,184.08,0.62038
3.8342,1765.5,531.4,-60.813,60.813,740.59,0,0,183.61,0.6203
3.8442,1770.9,530.79,-60.74,60.74,740.59,0,0,183.14,0.62022
3.8542,1776.2,530.18,-60.666,60.666,740.59,0,0,182.67,0.62014
3.8642,1781.5,529.58,-60.593,60.593,740.59,0,0,182.2,0.62007
3.8742,1786.8,528.97,-60.52,60.52,740.59,0,0,181.74,0.61999
3.8842,1792,528.37,-60.447,60.447,740.59,0,0,181.27,0.61991
3.8942,1797.3,527.76,-60.375,60.375,740.59,0,0,180.81,0.61983
3.9042,1802.6,527.16,-60.302,60.302,740.59,0,0,180.34,0.61976
3.9142,1807.9,526.56,-60.23,60.23,740.59,0,0,179.88,0.61968
3.9242,1813.1,525.95,-60.158,60.158,740.59,0,0,179.42,0.61961
3.9342,1818.4,525.35,-60.086,60.086,740.59,0,0,178.96,0.61953
3.9442,1823.6,524.75,-60.015,60.015,740.59,0,0,178.5,0.61945
3.9542,1828.9,524.15,-59.943,59.944,740.59,0,0,178.05,0.61938
3.9642,1834.1,523.55,-59.872,59.872,740.59,0,0,177.59,0.6193
3.9742,1839.3,522.95,-59.801,59.801,740.59,0,0,177.14,0.61923
3.9842,1844.6,522.36,-59.731,59.731,740.59,0,0,176.69,0.61915
3.9942,1849.8,521.76,-59.66,59.66,740.59,0,0,176.23,0.61908
4.0042,1855,521.16,-59.59,59.59,740.59,0,0,175.78,0.619
4.0142,1860.2,520.57,-59.519,59.519,740.59,0,0,175.33,0.61893
4.0242,1865.4,519.97,-59.449,59.449,740.59,0,0,174.89,0.61885
4.0342,1870.6,519.38,-59.38,59.38,740.59,0,0,174.44,0.61878
4.0442,1875.8,518.79,-59.31,59.31,740.59,0,0,173.99,0.6187
4.0542,1881,518.19,-59.24,59.241,740.59,0,0,173.55,0.61863
4.0642,1886.2,517.6,-59.171,59.171,740.59,0,0,173.11,0.61856
4.0742,1891.3,517.01,-59.102,59.102,740.59,0,0,172.67,0.61848
4.0842,1896.5,516.42,-59.033,59.033,740.59,0,0,172.23,0.61841
4.0942,1901.7,515.83,-58.965,58.965,740.59,0,0,171.79,0.61834
4.1042,1906.8,515.24,-58.896,58.896,740.59,0,0,171.35,0.61826
4.1142,1912,514.65,-58.828,58.828,740.59,0,0,170.91,0.61819
4.1242,1917.1,514.06,-58.76,58.76,740.59,0,0,170.47,0.61812
4.1342,1922.3,513.48,-58.692,58.692,740.59,0,0,170.04,0.61804
4.1442,1927.4,512.89,-58.624,58.624,740.59,0,0,169.61,0.61797
4.1542,1932.5,512.3,-58.556,58.556,740.59,0,0,169.17,0.6179
4.1642,1937.6,511.72,-58.489,58.489,740.59,0,0,168.74,0.61783
4.1742,1942.8,511.13,-58.422,58.422,740.59,0,0,168.31,0.61776
4.1842,1947.9,510.55,-58.355,58.355,740.59,0,0,167.88,0.61768
4.1942,1953,509.97,-58.288,58.288,740.59,0,0,167.46,0.61761
4.2042,1958.1,509.38,-58.221,58.221,740.59,0,0,167.03,0.61754
4.2142,1963.2,508.8,-58.155,58.155,740.59,0,0,166.6,0.61747
4.2242,1968.2,508.22,-58.089,58.089,740.59,0,0,166.18,0.6174
4.2342,1973.3,507.64,-58.022,58.022,740.59,0,0,165.76,0.61733
4.2442,1978.4,507.06,-57.957,57.957,740.59,0,0,165.34,0.61726
4.2542,1983.5,506.48,-57.891,57.891,740.59,0,0,164.92,0.61719
4.2642,1988.5,505.9,-57.825,57.825,740.59,0,0,164.5,0.61712
4.2742,1993.6,505.32,-57.76,57.76,740.59,0,0,164.08,0.61704
4.2842,1998.6,504.75,-57.694,57.695,740.59,0,0,163.66,0.61697
4.2942,2003.7,504.17,-57.629,57.629,740.59,0,0,163.24,0.6169
4.3042,2008.7,503.59,-57.565,57.565,740.59,0,0,162.83,0.61683
4.3142,2013.7,503.02,-57.5,57.5,740.59,0,0,162.41,0.61676
4.3242,2018.8,502.44,-57.435,57.435,740.59,0,0,162,0.6167
4.3342,2023.8,501.87,-57.371,57.371,740.59,0,0,161.59,0.61663
4.3442,2028.8,501.3,-57.307,57.307,740.59,0,0,161.18,0.61656
4.3542,2033.8,500.72,-57.243,57.243,740.59,0,0,160.77,0.61649
4.3642,2038.8,500.15,-57.179,57.179,740.59,0,0,160.36,0.61642
4.3742,2043.8,499.58,-57.115,57.115,740.59,0,0,159.95,0.61635
4.3842,2048.8,499.01,-57.052,57.052,740.59,0,0,159.55,0.61628
4.3942,2053.8,498.44,-56.988,56.988,740.59,0,0,159.14,0.61621
4.4042,2058.8,497.87,-56.925,56.925,740.59,0,0,158.74,0.61614
4.4142,2063.8,497.3,-56.862,56.862,740.59,0,0,158.33,0.61608
4.4242,2068.7,496.73,-56.799,56.799,740.59,0,0,157.93,0.61601
4.4342,2073.7,496.17,-56.737,56.737,740.59,0,0,157.53,0.61594
4.4442,2078.7,495.6,-56.674,56.674,740.59,0,0,157.13,0.61587
4.4542,2083.6,495.03,-56.612,56.612,740.59,0,0,156.73,0.6158
4.4642,2088.6,494.47,-56.549,56.549,740.59,0,0,156.33,0.61574
4.4742,2093.5,493.9,-56.487,56.487,740.59,0,0,155.94,0.61567
4.4842,2098.4,493.34,-56.426,56.426,740.59,0,0,155.54,0.6156
4.4942,2103.4,492.77,-56.364,56.364,740.59,0,0,155.15,0.61554
4.5042,2108.3,492.21,-56.302,56.302,740.59,0,0,154.75,0.61547
4.5142,2113.2,491.65,-56.241,56.241,740.59,0,0,154.36,0.6154
4.5242,2118.1,491.08,-56.18,56.18,740.59,0,0,153.97,0.61534
4.5342,2123,490.52,-56.119,56.119,740.59,0,0,153.58,0.61527
4.5442,2127.9,489.96,-56.058,56.058,740.59,0,0,153.19,0.6152
4.5542,2132.8,489.4,-55.997,55.997,740.59,0,0,152.8,0.61514
4.5642,2137.7,488.84,-55.937,55.937,740.59,0,0,152.41,0.61507
4.5742,2142.6,488.28,-55.876,55.876,740.59,0,0,152.03,0.615
4.5842,2147.5,487.72,-55.816,55.816,740.59,0,0,151.64,0.61494
4.5942,2152.4,487.17,-55.756,55.756,740.59,0,0,151.26,0.61487
4.6042,2157.2,486.61,-55.696,55.696,740.59,0,0,150.87,0.61481
4.6142,2162.1,486.05,-55.636,55.636,740.59,0,0,150.49,0.61474
4.6242,2166.9,485.5,-55.576,55.576,740.59,0,0,150.11,0.61468
4.6342,2171.8,484.94,-55.517,55.517,740.59,0,0,149.73,0.61461
4.6442,2176.6,484.39,-55.458,55.458,740.59,0,0,149.35,0.61455
4.6542,2181.5,483.83,-55.399,55.399,740.59,0,0,148.97,0.61448
4.6642,2186.3,483.28,-55.34,55.34,740.59,0,0,148.59,0.61442
4.6742,2191.2,482.72,-55.281,55.281,740.59,0,0,148.22,0.61435
4.6842,2196,482.17,-55.222,55.222,740.59,0,0,147.84,0.61429
4.6942,2200.8,481.62,-55.163,55.163,740.59,0,0,147.47,0.61423
4.7042,2205.6,481.07,-55.105,55.105,740.59,0,0,147.09,0.61416
4.7142,2210.4,480.52,-55.047,55.047,740.59,0,0,146.72,0.6141
4.7242,2215.2,479.97,-54.989,54.989,740.59,0,0,146.35,0.61403
4.7342,2220,479.42,-54.931,54.931,740.59,0,0,145.98,0.61397
4.7442,2224.8,478.87,-54.873,54.873,740.59,0,0,145.61,0.61391
4.7542,2229.6,478.32,-54.815,54.815,740.59,0,0,145.24,0.61384
4.7642,2234.4,477.77,-54.758,54.758,740.59,0,0,144.87,0.61378
4.7742,2239.1,477.23,-54.7,54.7,740.59,0,0,144.5,0.61372
4.7842,2243.9,476.68,-54.643,54.643,740.59,0,0,144.14,0.61365
4.7942,2248.7,476.13,-54.586,54.586,740.59,0,0,143.77,0.61359
4.8042,2253.4,475.59,-54.529,54.529,740.59,0,0,143.41,0.61353
4.8142,2258.2,475.04,-54.473,54.473,740.59,0,0,143.05,0.61347
4.8242,2262.9,474.5,-54.416,54.416,740.59,0,0,142.68,0.6134
4.8342,2267.7,473.95,-54.359,54.359,740.59,0,0,142.32,0.61334
4.8442,2272.4,473.41,-54.303,54.303,740.59,0,0,141.96,0.61328
4.8542,2277.2,472.87,-54.247,54.247,740.59,0,0,141.6,0.61322
4.8642,2281.9,472.33,-54.191,54.191,740.59,0,0,141.24,0.61316
4.8742,2286.6,471.78,-54.135,54.135,740.59,0,0,140.89,0.61309
4.8842,2291.3,471.24,-54.079,54.079,740.59,0,0,140.53,0.61303
4.8942,2296,470.7,-54.024,54.024,740.59,0,0,140.17,0.61297
4.9042,2300.7,470.16,-53.968,53.968,740.59,0,0,139.82,0.61291
4.9142,2305.4,469.62,-53.913,53.913,740.59,0,0,139.47,0.61285
4.9242,2310.1,469.08,-53.858,53.858,740.59,0,0,139.11,0.61279
4.9342,2314.8,468.55,-53.803,53.803,740.59,0,0,138.76,0.61273
4.9442,2319.5,468.01,-53.748,53.748,740.59,0,0,138.41,0.61267
4.9542,2324.2,467.47,-53.693,53.693,740.59,0,0,138.06,0.6126
4.9642,2328.8,466.93,-53.638,53.638,740.59,0,0,137.71,0.61254
4.9742,2333.5,466.4,-53.584,53.584,740.59,0,0,137.36,0.61248
4.9842,2338.2,465.86,-53.53,53.53,740.59,0,0,137.01,0.61242
4.9942,2342.8,465.33,-53.475,53.475,740.59,0,0,136.67,0.61236
5.0042,2347.5,464.79,-53.421,53.421,740.59,0,0,136.32,0.6123
5.0142,2352.1,464.26,-53.367,53.367,740.59,0,0,135.98,0.61224
5.0242,2356.8,463.73,-53.314,53.314,740.59,0,0,135.63,0.61218
5.0342,2361.4,463.19,-53.26,53.26,740.59,0,0,135.29,0.61212
5.0442,2366,462.66,-53.206,53.206,740.59,0,0,134.95,0.61206
5.0542,2370.6,462.13,-53.153,53.153,740.59,0,0,134.6,0.612
5.0642,2375.3,461.6,-53.1,53.1,740.59,0,0,134.26,0.61195
5.0742,2379.9,461.07,-53.047,53.047,740.59,0,0,133.92,0.61189
5.0842,2384.5,460.54,-52.994,52.994,740.59,0,0,133.58,0.61183
5.0942,2389.1,460.01,-52.941,52.941,740.59,0,0,133.25,0.61177
5.1042,2393.7,459.48,-52.888,52.888,740.59,0,0,132.91,0.61171
5.1142,2398.3,458.95,-52.836,52.836,740.59,0,0,132.57,0.61165
5.1242,2402.9,458.42,-52.783,52.783,740.59,0,0,132.24,0.61159
5.1342,2407.4,457.89,-52.731,52.731,740.59,0,0,131.9,0.61153
5.1442,2412,457.37,-52.679,52.679,740.59,0,0,131.57,0.61148
5.1542,2416.6,456.84,-52.626,52.626,740.59,0,0,131.24,0.61142
5.1642,2421.2,456.31,-52.575,52.575,740.59,0,0,130.9,0.61136
5.1742,2425.7,455.79,-52.523,52.523,740.59,0,0,130.57,0.6113
5.1842,2430.3,455.26,-52.471,52.471,740.59,0,0,130.24,0.61124
5.1942,2434.8,454.74,-52.42,52.42,740.59,0,0,129.91,0.61119
5.2042,2439.4,454.22,-52.368,52.368,740.59,0,0,129.58,0.61113
5.2142,2443.9,453.69,-52.317,52.317,740.59,0,0,129.25,0.61107
5.2242,2448.4,453.17,-52.266,52.266,740.59,0,0,128.93,0.61101
5.2342,2453,452.65,-52.215,52.215,740.59,0,0,128.6,0.61096
5.2442,2457.5,452.12,-52.164,52.164,740.59,0,0,128.28,0.6109
5.2542,2462,451.6,-52.113,52.113,740.59,0,0,127.95,0.61084
5.2642,2466.5,451.08,-52.062,52.062,740.59,0,0,127.63,0.61079
5.2742,2471,450.56,-52.012,52.012,740.59,0,0,127.3,0.61073
5.2842,2475.5,450.04,-51.961,51.961,740.59,0,0,126.98,0.61067
5.2942,2480,449.52,-51.911,51.911,740.59,0,0,126.66,0.61062
5.3042,2484.5,449,-51.861,51.861,740.59,0,0,126.34,0.61056
5.3142,2489,448.49,-51.811,51.811,740.59,0,0,126.02,0.6105
5.3242,2493.5,447.97,-51.761,51.761,740.59,0,0,125.7,0.61045
5.3342,2498,447.45,-51.711,51.711,740.59,0,0,125.38,0.61039
5.3442,2502.5,446.93,-51.662,51.662,740.59,0,0,125.06,0.61034
5.3542,2506.9,446.42,-51.612,51.612,740.59,0,0,124.75,0.61028
5.3642,2511.4,445.9,-51.563,51.563,740.59,0,0,124.43,0.61022
5.3742,2515.8,445.39,-51.514,51.514,740.59,0,0,124.12,0.61017
5.3842,2520.3,444.87,-51.464,51.464,740.59,0,0,123.8,0.61011
5.3942,2524.7,444.36,-51.415,51.415,740.59,0,0,123.49,0.61006
5.4042,2529.2,443.84,-51.366,51.366,740.59,0,0,123.17,0.61
5.4142,2533.6,443.33,-51.318,51.318,740.59,0,0,122.86,0.60995
5.4242,2538,442.82,-51.269,51.269,740.59,0,0,122.55,0.60989
5.4342,2542.5,442.3,-51.22,51.22,740.59,0,0,122.24,0.60984
5.4442,2546.9,441.79,-51.172,51.172,740.59,0,0,121.93,0.60978
5.4542,2551.3,441.28,-51.124,51.124,740.59,0,0,121.62,0.60973
5.4642,2555.7,440.77,-51.075,51.075,740.59,0,0,121.31,0.60967
